ID	P1Q1	P1Q2	P1Q3	P1Q4	P1Q5	P1Q6	P1Q7	P1Q8	P1Q9	P2Q1	P2Q2	P2Q3	P2Q4	P2Q5	P2Q6	P2Q7	P2Q8	P2Q9	P2Q10	P3Q1	P3Q2	P3Q3	P3Q4	P3Q5	P3Q6	P3Q7	P3Q8	P3Q9	P3Q10	P4Q1	P4Q2	P4Q3	P4Q4	P4Q5	P4Q6	P4Q7	P4Q8	P4Q9	P4Q10
355	"2
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"			2	1	A	"26, 21, 34, 28, 54, 24"		"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4						
356	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:57	hlo	"B, C"	D	"B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	1	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	D	4	4	10	5	4	B	C	"A, C, D"
357	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	D	D	"A, B, C, E, F"	44	99	2	"A, C, D"	B	"E, C, F, B, G, A, L"	C	C	1	B	"C, D"	2	"13, 12, 18, 5, 15, 26"	2	2	A	"26, 21, 34, 24, 28, 54"	"34, 28, 54, 26, 30, 21"	"C, D"	5	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	12	6	6	B	C	C
358	"5
3"	"D, E"	"A, B, C"	b 56	hlo	"B, C"	D	"A, C, D"	"A, B, D, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1	A			"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	5	4	3	B	C	"C, E"
359	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	99	2	"A, C, D"	"B, C, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"34, 26, 54, 21, 28, 24"	"34, 26, 54, 21, 28, 30"	"A, B, C, D, E"	4	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	13	4	6	B	C	"C, E"
360	"5
3"	D	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	3	3	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	5	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	5	5	6	5	4	B	C	"C, E"
361	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"A, B, D"	"B, D, E, F"	1	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"24, 26, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	6	"Mad
mid
midterm
mind
mint"	E	3	4	6	4	6	B	B	"A, B, E"
362	"5
3
"	D	"A, B, C"	break 56	"h
l
o
"	B	E	"A, B, D"	"A, B, C, E, F"	44	98	2	"A, C, D"	F	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	3	25	4	3	B		
363	"5
5"	D	"A, B, C"	break 56	"h
l
o"	"B, C"	D	"A, C, D"	"B, C, D, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	C	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	1	"MAD
MID
MIDTERM
MIND
MINT

"	B	4	4	25	4	6	B	C	"C, E"
364	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, C, F"	44	25	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	4	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	25	4	5	C	C	"C, E"
365	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	43	50	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"			"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	A	4	"mad
mid
midterm
mind
mint
"	"B, D"	5	4	30	29		D		
366	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:57	"h
l
o"	B	D	"C, D"	"A, B, C, D, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	10	4	5	B	C	"C, E"
367	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp: 56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, C, F"		50	2		"B, D"	"E, C, G, B, F, L, A"	C	A	3	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	3	B	C	"C, E"
368	"5
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	24	6	5	G	G	"C, E"
369	"5
5"	"A, B, C, D"	"A, B, C"	break 56	hlo	"A, B, C"	D	"A, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"D, E"	"E, C, L, B, F, A, G"	B	A	2	A	"A, C, D"	1	"13, 12, 18, 5, 15, 26"	2	4	A	"26, 24, 34, 21, 28, 54"	"30, 26, 34, 21, 28, 54"	"A, C"	4	"MAD
MIDMTERM
MIND
MINT"	"B, D"	4	4	25	4	4	B	B	"B, C, D, E"
370	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	E	"A, B, D, F"	44	49	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	6	B	C	"A, C, E"
371	"2
5"	E	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"B, C"					"A, B, D"				4	"MAD
MID
MIDTERM
MIND
MINT"	B	5	4	10	4	4	C	C	"C, E"
372	"5
3
"	D	"A, B, C"	b 56	"h
l
o
"	B	E	"B, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	6	B	C	"C, E"
373	"5
5"	"A, B, D, E"	A	"gdb break myprogram.cpp:56 if not current file, if current file gdb break 56"	hlo	"A, B, C"	E	"B, C"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	3	1	E	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
374	"5 
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h 
l
o"	B	E	"A, B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"21, 24, 28, 26, 34, 54"	"21, 26, 30, 28, 34, 54"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	4	B	C	"C, E"
375	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, D, E"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	9	4	3	B	C	"C, E"
376	"5
3
"	"D, E"	"A, B, C"	b 56	hlo	B	E	"C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	4	B	"A, C, D"	1	"13, 12, 26, 5, 15, 18"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	G	"C, E"
377	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"A, B"	E	"A, B"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	7	4	4	B	C	
378	"5
3"	C	"A, B, C"	break myprogram.cpp:56	hlo	"B, C"	E	"B, C, D"	"B, C, D, E"	1	99	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	4	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	10	4	5	B	C	"A, B, C, E"
379	"5
3"	"D, E"	"A, B, C"	b 56	hlo	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	"B, C"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	4	B	C	D
380	"5
3"	D	"A, B, C"	break 56	hlo	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	24	23		B	C	
381	"5
3"	"D, E"	"A, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	6	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	B	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	B	4	4	9	4	5	B	C	"C, D, E"
382	"5
3
"	"D, E"	"A, C"	r myprogram.cpp:56	"h
l
o
"	"B, C"	D	"B, C, D"	"A, B, C, F"	1	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A				4	"MAD
MID
MIDTERM
MIND
MINT

"	"B, D"	4	4	10	4	3	B	C	"C, E"
383	"5
3"	D	"A, B, C"	break 56	"h
l
o
"	B	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	D	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	5	4						
384	"5
5"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"		D		"A, C, D, E, F"		49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	3	4	30	4	5	B	C	"A, B, C, E"
385	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, C"	4	4	5	4	4	B	C	"C, E"
386	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"B, C, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	4	4	B	C	"A, C, E"
387	"5
5"	E	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, D"	"A, B, C"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	3	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	10	4	4	B	C	"A, C, E"
388	"5
3"	D	"A, B, C"	b 56	hlo	"A, B"	E	"C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	7	4	4			
389	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	B	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"B, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	8	4	4	B	C	E
390	"5
3"	D	"A, B, C"	"break 56
b 56"	"h
l
o"		E		"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
391	"5
3"	E	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	1	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	E	"A, C, D"	3				"A, C, D"			F	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	10	B	C	"C, E"
392	"5
3"	"D, E"	"A, B, C"	br 56	"h
l
o"	"B, C"	D	"A, B, C, D"	"A, B, C, E, F"	44	98	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	2	"A, C"	"34, 24, 54, 21, 26, 28"	"34, 21, 26, 28, 30, 54"	"A, C"	6	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	8	B	C	"C, E"
393	"5
3"	E	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, D"	"A, C, F"	42	49	2	"A, C, D"	"C, E"	"E, C, L, B, F, A, G"	C	A	2	D	"A, C"	2		2	1	E	"26, 21, 34, 24, 28, 54"				"MAD
MID
MIDTERM
MIND
MINT"	"A, C"	4	4	11	6		C	C	"C, D, E"
394	"2
5"	D	"A, B, C"	br 56		"A, B, C"	E	"B, D"	"A, B, C, D, E, F"	1	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	27	4	4	B	C	"C, E"
395	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	4	B	C	"C, E"
396	"5
3"	D	"A, B, C"	break 56	hlo	C	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"B, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"mad
mid
midterm
mind
mint



"	"A, B"	4	4	9	4	3	B	F	"B, C, D"
397	"5
3
"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	E	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	4	B	C	
398	"5
3"		"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, D"	E			44	49	2	"A, C, D"	B	"E, C, L, B, F, A, G"	B	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	E	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	15	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"			5	4	3	B		"C, E"
399	"5
3"	D	"A, B, C"	break 57	"h
l
o
"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, C, D"	4	4	9	4	8	B	B	"A, B, C, D, E"
400	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	A	D	"A, B, F"	0	50	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	1	E	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	15	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
401	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"C, D"	"B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"C, D"	1	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"	"34, 24, 54, 21, 26, 28"	"34, 30, 54, 26, 21, 28"	"A, E"	4	"MAD
MID
MIDTERM
MIND
MINT"				9	3	5	B	B	D
402	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"A, B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	12	4	4	B	E	"C, E"
403	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, C, F"	45	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	B	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"C, D"	"24, 26, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	3	9	3	5	B	G	"C, D"
404	"5
3"	D	"A, B"	break 56	"h
l
o"	C	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, B, C, D"	2	"13, 12, 26, 5, 18, 15"	1	3	"A, B, C, D"	"28, 24, 34, 21, 26, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C"	7	"mad
mid
midterm
mind
mint
"	B	4	4	10	4	5	B	C	"C, E"
405	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	C	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, F, B, G, L, A"	C	A	2	B	"A, C, D"	2	"13, 12, 15, 5, 18, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"C, E"
406	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"B, D"	E	"B, C, D"	"A, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	A	"A, C"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	5	5		5		B	C	"C, E"
407	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp 56	"h
l
o
"	E	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, C, D"	"E, C, L, B, F, A, G"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	3	"A, D"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	3	B	B	C
408	"5
3"	"D, E"	"A, B, C"	b 56	hlo	B	E	"B, C"	"B, C, E, F"	44	49	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"C, D"	2	"13, 12, 18, 5, 15, 26"	1	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	8	4	4	B	C	"C, E"
409	"5
5"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	E	E	"B, D"	"B, C, D, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	10	4	4	B	C	"C, D, E"
410	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	6	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	10	4	5	B	C	"C, E"
411	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D, E"	15	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	4	5	B	C	"C, E"
412	"5
3
"	D	"A, B, C"	break myprogram:56	"h
l
o
"	B	E	"B, C"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	3	A	A	
413	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B		4	10	4	4	B	C	
